	antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	dataset	prior	confidence+prior
954	perhaps,	PDTB.Expansion	85.0	7633.0	32.0	0.376	0.926	-0.0	0.952	PDTB	0.234	37.6 (23.4)
90	certainly,	PDTB.Contingency	93.0	3808.0	35.0	0.376	1.855	0.001	1.278	PDTB	0.117	37.6 (11.7)
955	certainly,	PDTB.Expansion	93.0	7633.0	35.0	0.376	0.925	-0.0	0.951	PDTB	0.234	37.6 (23.4)
52	conversely	PDTB.Comparison	101.0	2124.0	38.0	0.376	3.325	0.001	1.422	PDTB	0.065	37.6 (6.5)
7920	absolutely,	EmoBankDominance.low	109.0	4411.0	41.0	0.376	0.613	-0.004	0.62	EmoBankD	0.613	37.6 (61.3)
10637	truthfully,	MNLI.neutral	4499.0	134009.0	1691.0	0.376	1.129	0.0	1.069	MNLI	0.333	37.6 (33.3)
12109	and	QQP.duplicate	8477.0	120732.0	3181.0	0.375	1.016	0.0	1.009	QQP	0.369	37.5 (36.9)
958	by_comparison,	PDTB.Expansion	605.0	7633.0	227.0	0.375	0.923	-0.001	0.95	PDTB	0.234	37.5 (23.4)
8578	surely,	Sarcasm.notsarcasm	64.0	2116.0	24.0	0.375	0.748	-0.002	0.798	Sarcasm	0.501	37.5 (50.1)
105	normally,	PDTB.Entrel	72.0	4419.0	27.0	0.375	1.593	0.001	1.223	PDTB	0.135	37.5 (13.5)
8579	really,	Sarcasm.notsarcasm	104.0	2116.0	39.0	0.375	0.748	-0.003	0.798	Sarcasm	0.501	37.5 (50.1)
961	meantime,	PDTB.Expansion	171.0	7633.0	64.0	0.374	0.92	-0.0	0.948	PDTB	0.234	37.4 (23.4)
962	separately,	PDTB.Expansion	1281.0	7633.0	479.0	0.374	0.92	-0.002	0.948	PDTB	0.234	37.4 (23.4)
10638	happily,	MNLI.contradiction	1122.0	134101.0	419.0	0.373	1.121	0.0	1.064	MNLI	0.333	37.3 (33.3)
14106	also,	CR.positive	75.0	2151.0	28.0	0.373	0.589	-0.006	0.584	CR	0.634	37.3 (63.4)
12112	obviously,	QQP.duplicate	67.0	120732.0	25.0	0.373	1.01	0.0	1.006	QQP	0.369	37.3 (36.9)
106	significantly,	PDTB.Entrel	311.0	4419.0	116.0	0.373	1.584	0.002	1.219	PDTB	0.135	37.3 (13.5)
12677	originally,	QNLI.not_entailment	6385.0	48313.0	2379.0	0.373	0.744	-0.008	0.796	QNLI	0.5	37.3 (50.0)
10639	immediately,	MNLI.neutral	3251.0	134009.0	1211.0	0.373	1.119	0.0	1.063	MNLI	0.333	37.3 (33.3)
1256	supposedly,	PDTB.Cause	86.0	3745.0	32.0	0.372	1.402	0.001	1.17	PDTBf	0.115	37.2 (11.5)
12114	historically,	QQP.duplicate	629.0	120732.0	234.0	0.372	1.007	0.0	1.004	QQP	0.369	37.2 (36.9)
10640	personally,	MNLI.contradiction	3395.0	134101.0	1261.0	0.371	1.115	0.0	1.061	MNLI	0.333	37.1 (33.3)
10642	well,	MNLI.entailment	5595.0	134364.0	2077.0	0.371	1.112	0.001	1.059	MNLI	0.334	37.1 (33.4)
1257	ultimately,	PDTB.Cause	97.0	3745.0	36.0	0.371	1.398	0.001	1.168	PDTBf	0.115	37.1 (11.5)
10641	besides,	MNLI.contradiction	1396.0	134101.0	518.0	0.371	1.114	0.0	1.06	MNLI	0.333	37.1 (33.3)
12757	actually,	STAC.Question_answer_pair	310.0	2353.0	115.0	0.371	1.967	0.005	1.29	STAC	0.197	37.1 (19.7)
6733	meanwhile,	EmoBankValence.high	62.0	2501.0	23.0	0.371	0.859	-0.001	0.904	EmoBankV	0.432	37.1 (43.2)
13576	coincidentally,	STS.similar	89.0	2467.0	33.0	0.371	1.09	0.0	1.048	STS	0.565	37.1 (56.5)
11920	in_the_end,	SST-2.positive	178.0	33784.0	66.0	0.371	0.665	-0.001	0.703	SST-2	0.557	37.1 (55.7)
2550	originally,	MRDA.Statement	54.0	3244.0	20.0	0.37	1.84	0.001	1.268	MRDA	0.221	37.0 (22.1)
8217	especially,	PersuasivenessRelevance.low	54.0	327.0	20.0	0.37	0.924	-0.002	0.952	PersuasivenessRelevance	0.401	37.0 (40.1)
11857	simultaneously	SST-2.negative	4304.0	26831.0	1592.0	0.37	0.836	-0.005	0.885	SST-2	0.443	37.0 (44.3)
10643	certainly,	MNLI.neutral	1832.0	134009.0	677.0	0.37	1.11	0.0	1.058	MNLI	0.333	37.0 (33.3)
11921	probably,	SST-2.positive	390.0	33784.0	144.0	0.369	0.662	-0.001	0.702	SST-2	0.557	36.9 (55.7)
10004	luckily,	Cola.not-well-formed	65.0	2850.0	24.0	0.369	1.243	0.0	1.114	Cola	0.297	36.9 (29.7)
7801	really,	EmoBankDominance.high	65.0	2779.0	24.0	0.369	0.955	-0.0	0.973	EmoBankD	0.387	36.9 (38.7)
10644	realistically,	MNLI.neutral	2434.0	134009.0	898.0	0.369	1.108	0.0	1.057	MNLI	0.333	36.9 (33.3)
975	surely,	PDTB.Expansion	57.0	7633.0	21.0	0.368	0.906	-0.0	0.939	PDTB	0.234	36.8 (23.4)
10645	in_particular,	MNLI.neutral	893.0	134009.0	329.0	0.368	1.106	0.0	1.056	MNLI	0.333	36.8 (33.3)
12678	occasionally,	QNLI.entailment	106.0	48224.0	39.0	0.368	0.737	-0.0	0.792	QNLI	0.5	36.8 (50.0)
1268	increasingly,	PDTB.Cause	106.0	3745.0	39.0	0.368	1.386	0.001	1.162	PDTBf	0.115	36.8 (11.5)
11858	absolutely,	SST-2.negative	1767.0	26831.0	650.0	0.368	0.831	-0.002	0.882	SST-2	0.443	36.8 (44.3)
11922	by_comparison,	SST-2.positive	87.0	33784.0	32.0	0.368	0.66	-0.0	0.7	SST-2	0.557	36.8 (55.7)
12679	ironically,	QNLI.entailment	389.0	48224.0	143.0	0.368	0.736	-0.001	0.791	QNLI	0.5	36.8 (50.0)
11859	gradually,	SST-2.negative	117.0	26831.0	43.0	0.368	0.83	-0.0	0.881	SST-2	0.443	36.8 (44.3)
3503	only,	SwitchBoard.Uninterpretable	667.0	3884.0	245.0	0.367	1.99	0.006	1.289	SwitchBoard	0.192	36.7 (19.2)
1270	ironically,	PDTB.Cause	177.0	3745.0	65.0	0.367	1.384	0.001	1.161	PDTBf	0.115	36.7 (11.5)
10646	generally,	MNLI.neutral	3709.0	134009.0	1362.0	0.367	1.103	0.0	1.054	MNLI	0.333	36.7 (33.3)
977	amazingly,	PDTB.Expansion	79.0	7633.0	29.0	0.367	0.903	-0.0	0.937	PDTB	0.234	36.7 (23.4)
38	then,	PDTB.Temporal	169.0	786.0	62.0	0.367	8.761	0.003	1.513	PDTB	0.024	36.7 (2.4)
2519	also,	MRDA.Rising Tone	180.0	1031.0	66.0	0.367	5.731	0.003	1.478	MRDA	0.07	36.7 (7.0)
12680	especially,	QNLI.entailment	60.0	48224.0	22.0	0.367	0.734	-0.0	0.79	QNLI	0.5	36.7 (50.0)
1207	apparently,	PDTB.Restatement	60.0	2693.0	22.0	0.367	1.921	0.001	1.278	PDTBf	0.083	36.7 (8.3)
10008	really,	Cola.not-well-formed	60.0	2850.0	22.0	0.367	1.234	0.0	1.11	Cola	0.297	36.7 (29.7)
983	conversely	PDTB.Expansion	101.0	7633.0	37.0	0.366	0.901	-0.0	0.936	PDTB	0.234	36.6 (23.4)
96	immediately,	PDTB.Contingency	101.0	3808.0	37.0	0.366	1.806	0.001	1.258	PDTB	0.117	36.6 (11.7)
7803	perhaps,	EmoBankDominance.high	71.0	2779.0	26.0	0.366	0.947	-0.0	0.968	EmoBankD	0.387	36.6 (38.7)
1271	in_short,	PDTB.Cause	71.0	3745.0	26.0	0.366	1.38	0.001	1.159	PDTBf	0.115	36.6 (11.5)
1232	separately,	PDTB.Conjunction	743.0	3158.0	272.0	0.366	1.636	0.007	1.224	PDTBf	0.097	36.6 (9.7)
10647	meantime,	MNLI.contradiction	126.0	134101.0	46.0	0.365	1.096	0.0	1.05	MNLI	0.333	36.5 (33.3)
11924	evidently,	SST-2.positive	126.0	33784.0	46.0	0.365	0.655	-0.0	0.697	SST-2	0.557	36.5 (55.7)
10648	frankly,	MNLI.contradiction	2238.0	134101.0	817.0	0.365	1.096	0.0	1.05	MNLI	0.333	36.5 (33.3)
11925	in_other_words	SST-2.positive	644.0	33784.0	235.0	0.365	0.655	-0.002	0.697	SST-2	0.557	36.5 (55.7)
1272	in_other_words	PDTB.Cause	74.0	3745.0	27.0	0.365	1.375	0.001	1.157	PDTBf	0.115	36.5 (11.5)
10009	only,	Cola.not-well-formed	165.0	2850.0	60.0	0.364	1.224	0.001	1.105	Cola	0.297	36.4 (29.7)
1169	previously,	PDTB.Asynchronous	99.0	617.0	36.0	0.364	8.316	0.002	1.503	PDTBf	0.019	36.4 (1.9)
1233	elsewhere,	PDTB.Conjunction	253.0	3158.0	92.0	0.364	1.625	0.003	1.22	PDTBf	0.097	36.4 (9.7)
10649	first,	MNLI.entailment	647.0	134364.0	235.0	0.363	1.088	0.0	1.046	MNLI	0.334	36.3 (33.4)
11860	thereby,	SST-2.negative	146.0	26831.0	53.0	0.363	0.82	-0.0	0.875	SST-2	0.443	36.3 (44.3)
8580	actually,	Sarcasm.sarcasm	127.0	2107.0	46.0	0.362	0.726	-0.004	0.786	Sarcasm	0.499	36.2 (49.9)
10650	now,	MNLI.contradiction	1306.0	134101.0	473.0	0.362	1.087	0.0	1.045	MNLI	0.333	36.2 (33.3)
13578	later,	STS.similar	163.0	2467.0	59.0	0.362	1.064	0.0	1.034	STS	0.565	36.2 (56.5)
10651	happily,	MNLI.neutral	1122.0	134009.0	406.0	0.362	1.087	0.0	1.045	MNLI	0.333	36.2 (33.3)
12681	separately,	QNLI.entailment	401.0	48224.0	145.0	0.362	0.724	-0.001	0.784	QNLI	0.5	36.2 (50.0)
1276	moreover	PDTB.Cause	83.0	3745.0	30.0	0.361	1.362	0.001	1.15	PDTBf	0.115	36.1 (11.5)
1275	by_then	PDTB.Cause	83.0	3745.0	30.0	0.361	1.362	0.001	1.15	PDTBf	0.115	36.1 (11.5)
11862	yet,	SST-2.negative	407.0	26831.0	147.0	0.361	0.816	-0.001	0.872	SST-2	0.443	36.1 (44.3)
13539	and	STS.dissimilar	72.0	1902.0	26.0	0.361	1.376	0.001	1.155	STS	0.435	36.1 (43.5)
12682	importantly,	QNLI.entailment	133.0	48224.0	48.0	0.361	0.722	-0.0	0.783	QNLI	0.5	36.1 (50.0)
7309	locally,	EmoBankArousal.high	86.0	2985.0	31.0	0.36	0.743	-0.002	0.805	EmoBankA	0.485	36.0 (48.5)
2517	honestly,	MRDA.Other Answers	86.0	171.0	31.0	0.36	33.968	0.002	1.547	MRDA	0.012	36.0 (1.2)
12177	in_other_words	QQP.duplicate	25053.0	120732.0	9030.0	0.36	0.976	-0.001	0.986	QQP	0.369	36.0 (36.9)
12178	meaning,	QQP.duplicate	13590.0	120732.0	4893.0	0.36	0.975	-0.0	0.985	QQP	0.369	36.0 (36.9)
10652	although,	MNLI.neutral	2199.0	134009.0	791.0	0.36	1.08	0.0	1.042	MNLI	0.333	36.0 (33.3)
10653	soon,	MNLI.neutral	1573.0	134009.0	564.0	0.359	1.077	0.0	1.04	MNLI	0.333	35.9 (33.3)
11863	particularly,	SST-2.negative	106.0	26831.0	38.0	0.358	0.81	-0.0	0.869	SST-2	0.443	35.8 (44.3)
10654	third,	MNLI.neutral	254.0	134009.0	91.0	0.358	1.076	0.0	1.039	MNLI	0.333	35.8 (33.3)
11864	likewise,	SST-2.negative	67.0	26831.0	24.0	0.358	0.809	-0.0	0.868	SST-2	0.443	35.8 (44.3)
1181	conversely	PDTB.Contrast	95.0	1767.0	34.0	0.358	2.858	0.002	1.362	PDTBf	0.054	35.8 (5.4)
997	by_then	PDTB.Expansion	109.0	7633.0	39.0	0.358	0.88	-0.0	0.924	PDTB	0.234	35.8 (23.4)
10655	nevertheless	MNLI.neutral	856.0	134009.0	306.0	0.357	1.074	0.0	1.038	MNLI	0.333	35.7 (33.3)
10657	ironically,	MNLI.contradiction	3166.0	134101.0	1131.0	0.357	1.072	0.0	1.037	MNLI	0.333	35.7 (33.3)
12683	well,	QNLI.not_entailment	3402.0	48313.0	1215.0	0.357	0.714	-0.005	0.777	QNLI	0.5	35.7 (50.0)
10656	second,	MNLI.neutral	322.0	134009.0	115.0	0.357	1.073	0.0	1.038	MNLI	0.333	35.7 (33.3)
1182	by_contrast,	PDTB.Contrast	196.0	1767.0	70.0	0.357	2.852	0.003	1.361	PDTBf	0.054	35.7 (5.4)
7815	especially,	EmoBankDominance.high	70.0	2779.0	25.0	0.357	0.924	-0.0	0.954	EmoBankD	0.387	35.7 (38.7)
10018	strangely,	Cola.not-well-formed	84.0	2850.0	30.0	0.357	1.202	0.001	1.093	Cola	0.297	35.7 (29.7)
4725	now,	Emergent.for	70.0	1108.0	25.0	0.357	0.753	-0.004	0.817	Emergent	0.475	35.7 (47.5)
1219	namely,	PDTB.Restatement	227.0	2693.0	81.0	0.357	1.87	0.003	1.258	PDTBf	0.083	35.7 (8.3)
10658	here,	MNLI.neutral	1242.0	134009.0	443.0	0.357	1.071	0.0	1.037	MNLI	0.333	35.7 (33.3)
10660	altogether,	MNLI.entailment	3399.0	134364.0	1211.0	0.356	1.067	0.0	1.035	MNLI	0.334	35.6 (33.4)
999	typically,	PDTB.Expansion	73.0	7633.0	26.0	0.356	0.876	-0.0	0.922	PDTB	0.234	35.6 (23.4)
14640	however	SUBJ.objective	73.0	4485.0	26.0	0.356	0.715	-0.001	0.779	SUBJ	0.498	35.6 (49.8)
10659	in_sum,	MNLI.neutral	2123.0	134009.0	756.0	0.356	1.069	0.0	1.036	MNLI	0.333	35.6 (33.3)
10661	suddenly,	MNLI.entailment	2503.0	134364.0	890.0	0.356	1.065	0.0	1.034	MNLI	0.334	35.6 (33.4)
59	by_comparison,	PDTB.Comparison	605.0	2124.0	215.0	0.355	3.14	0.008	1.376	PDTB	0.065	35.5 (6.5)
7817	then,	EmoBankDominance.high	76.0	2779.0	27.0	0.355	0.919	-0.0	0.952	EmoBankD	0.387	35.5 (38.7)
124	notably,	PDTB.Entrel	606.0	4419.0	215.0	0.355	1.507	0.004	1.185	PDTB	0.135	35.5 (13.5)
11870	technically,	SST-2.negative	265.0	26831.0	94.0	0.355	0.801	-0.0	0.864	SST-2	0.443	35.5 (44.3)
10023	also,	Cola.not-well-formed	110.0	2850.0	39.0	0.355	1.194	0.001	1.089	Cola	0.297	35.5 (29.7)
10662	ideally,	MNLI.contradiction	1453.0	134101.0	515.0	0.354	1.064	0.0	1.033	MNLI	0.333	35.4 (33.3)
11930	or,	SST-2.positive	1358.0	33784.0	481.0	0.354	0.635	-0.005	0.685	SST-2	0.557	35.4 (55.7)
12685	overall,	QNLI.not_entailment	243.0	48313.0	86.0	0.354	0.707	-0.0	0.773	QNLI	0.5	35.4 (50.0)
10663	meaning,	MNLI.neutral	4689.0	134009.0	1656.0	0.353	1.061	0.0	1.031	MNLI	0.333	35.3 (33.3)
10665	particularly,	MNLI.entailment	555.0	134364.0	196.0	0.353	1.058	0.0	1.03	MNLI	0.334	35.3 (33.4)
10664	elsewhere,	MNLI.contradiction	697.0	134101.0	246.0	0.353	1.059	0.0	1.031	MNLI	0.333	35.3 (33.3)
3515	once,	SwitchBoard.Uninterpretable	68.0	3884.0	24.0	0.353	1.912	0.001	1.26	SwitchBoard	0.192	35.3 (19.2)
2382	this,	GUM.circumstance	68.0	212.0	24.0	0.353	3.261	0.008	1.378	GUM	0.578	35.3 (57.8)
10668	in_the_meantime,	MNLI.contradiction	344.0	134101.0	121.0	0.352	1.056	0.0	1.029	MNLI	0.333	35.2 (33.3)
126	curiously,	PDTB.Entrel	145.0	4419.0	51.0	0.352	1.494	0.001	1.179	PDTB	0.135	35.2 (13.5)
12687	conversely	QNLI.not_entailment	91.0	48313.0	32.0	0.352	0.703	-0.0	0.77	QNLI	0.5	35.2 (50.0)
1224	in_other_words	PDTB.Restatement	74.0	2693.0	26.0	0.351	1.841	0.001	1.247	PDTBf	0.083	35.1 (8.3)
12686	then,	QNLI.entailment	447.0	48224.0	157.0	0.351	0.703	-0.001	0.771	QNLI	0.5	35.1 (50.0)
10669	notably,	MNLI.neutral	1237.0	134009.0	434.0	0.351	1.054	0.0	1.028	MNLI	0.333	35.1 (33.3)
10670	truthfully,	MNLI.contradiction	4499.0	134101.0	1578.0	0.351	1.053	0.0	1.027	MNLI	0.333	35.1 (33.3)
10671	incidentally,	MNLI.entailment	639.0	134364.0	224.0	0.351	1.05	0.0	1.026	MNLI	0.334	35.1 (33.4)
10672	immediately,	MNLI.entailment	3251.0	134364.0	1138.0	0.35	1.049	0.0	1.025	MNLI	0.334	35.0 (33.4)
4707	supposedly,	Emergent.observing	83.0	864.0	29.0	0.349	0.944	-0.001	0.968	Emergent	0.37	34.9 (37.0)
12182	in_short,	QQP.duplicate	4176.0	120732.0	1454.0	0.348	0.943	-0.0	0.967	QQP	0.369	34.8 (36.9)
1287	historically,	PDTB.Cause	115.0	3745.0	40.0	0.348	1.311	0.001	1.126	PDTBf	0.115	34.8 (11.5)
3501	basically,	SwitchBoard.Statement-non-opinion	72.0	3167.0	25.0	0.347	2.307	0.001	1.301	SwitchBoard	0.156	34.7 (15.6)
12689	specifically,	QNLI.not_entailment	147.0	48313.0	51.0	0.347	0.693	-0.0	0.765	QNLI	0.5	34.7 (50.0)
12260	moreover	QQP.not-duplicate	228.0	206126.0	79.0	0.346	0.549	-0.0	0.565	QQP	0.631	34.6 (63.1)
10675	third,	MNLI.entailment	254.0	134364.0	88.0	0.346	1.038	0.0	1.019	MNLI	0.334	34.6 (33.4)
1289	still,	PDTB.Cause	153.0	3745.0	53.0	0.346	1.305	0.001	1.124	PDTBf	0.115	34.6 (11.5)
1290	yet,	PDTB.Cause	156.0	3745.0	54.0	0.346	1.304	0.001	1.124	PDTBf	0.115	34.6 (11.5)
10674	additionally	MNLI.neutral	2115.0	134009.0	732.0	0.346	1.039	0.0	1.02	MNLI	0.333	34.6 (33.3)
1250	coincidentally,	PDTB.Conjunction	107.0	3158.0	37.0	0.346	1.545	0.001	1.186	PDTBf	0.097	34.6 (9.7)
6262	anyway,	Implicature.high	81.0	1958.0	28.0	0.346	0.74	-0.002	0.814	Implicature	0.467	34.6 (46.7)
6795	truly,	EmoBankValence.low	81.0	3293.0	28.0	0.346	0.608	-0.003	0.66	EmoBankV	0.568	34.6 (56.8)
11933	again,	SST-2.positive	2083.0	33784.0	720.0	0.346	0.62	-0.007	0.676	SST-2	0.557	34.6 (55.7)
10676	consequently	MNLI.neutral	533.0	134009.0	184.0	0.345	1.037	0.0	1.019	MNLI	0.333	34.5 (33.3)
14107	however	CR.positive	58.0	2151.0	20.0	0.345	0.544	-0.005	0.558	CR	0.634	34.5 (63.4)
1012	historically,	PDTB.Expansion	148.0	7633.0	51.0	0.345	0.847	-0.0	0.905	PDTB	0.234	34.5 (23.4)
1252	currently,	PDTB.Conjunction	119.0	3158.0	41.0	0.345	1.54	0.001	1.184	PDTBf	0.097	34.5 (9.7)
1294	undoubtedly,	PDTB.Cause	90.0	3745.0	31.0	0.344	1.298	0.001	1.121	PDTBf	0.115	34.4 (11.5)
10677	eventually,	MNLI.contradiction	1441.0	134101.0	496.0	0.344	1.033	0.0	1.017	MNLI	0.333	34.4 (33.3)
8584	so,	Sarcasm.notsarcasm	125.0	2116.0	43.0	0.344	0.687	-0.005	0.761	Sarcasm	0.501	34.4 (50.1)
10029	truly,	Cola.not-well-formed	64.0	2850.0	22.0	0.344	1.157	0.0	1.071	Cola	0.297	34.4 (29.7)
10678	therefore	MNLI.neutral	1484.0	134009.0	510.0	0.344	1.032	0.0	1.016	MNLI	0.333	34.4 (33.3)
10030	incidentally,	Cola.not-well-formed	70.0	2850.0	24.0	0.343	1.154	0.0	1.07	Cola	0.297	34.3 (29.7)
1228	nationally,	PDTB.Restatement	143.0	2693.0	49.0	0.343	1.795	0.002	1.231	PDTBf	0.083	34.3 (8.3)
10679	well,	MNLI.contradiction	5595.0	134101.0	1917.0	0.343	1.028	0.0	1.014	MNLI	0.333	34.3 (33.3)
7827	separately,	EmoBankDominance.high	146.0	2779.0	50.0	0.342	0.886	-0.001	0.933	EmoBankD	0.387	34.2 (38.7)
110	in_short,	PDTB.Contingency	76.0	3808.0	26.0	0.342	1.686	0.001	1.212	PDTB	0.117	34.2 (11.7)
14642	ultimately,	SUBJ.objective	231.0	4485.0	79.0	0.342	0.686	-0.004	0.762	SUBJ	0.498	34.2 (49.8)
12261	in_fact,	QQP.not-duplicate	161.0	206126.0	55.0	0.342	0.542	-0.0	0.561	QQP	0.631	34.2 (63.1)
13620	separately,	STS.similar	489.0	2467.0	167.0	0.342	1.003	0.0	1.002	STS	0.565	34.2 (56.5)
111	in_turn,	PDTB.Contingency	246.0	3808.0	84.0	0.341	1.683	0.002	1.21	PDTB	0.117	34.1 (11.7)
6265	separately,	Implicature.high	208.0	1958.0	71.0	0.341	0.73	-0.006	0.809	Implicature	0.467	34.1 (46.7)
11934	frequently,	SST-2.positive	85.0	33784.0	29.0	0.341	0.612	-0.0	0.672	SST-2	0.557	34.1 (55.7)
10681	seriously,	MNLI.neutral	2551.0	134009.0	870.0	0.341	1.024	0.0	1.012	MNLI	0.333	34.1 (33.3)
1304	nonetheless	PDTB.Cause	94.0	3745.0	32.0	0.34	1.283	0.0	1.114	PDTBf	0.115	34.0 (11.5)
1307	essentially,	PDTB.Cause	112.0	3745.0	38.0	0.339	1.278	0.001	1.112	PDTBf	0.115	33.9 (11.5)
10688	historically,	MNLI.contradiction	4165.0	134101.0	1413.0	0.339	1.018	0.0	1.009	MNLI	0.333	33.9 (33.3)
8585	perhaps,	Sarcasm.sarcasm	59.0	2107.0	20.0	0.339	0.679	-0.002	0.758	Sarcasm	0.499	33.9 (49.9)
10033	presumably,	Cola.not-well-formed	59.0	2850.0	20.0	0.339	1.141	0.0	1.063	Cola	0.297	33.9 (29.7)
10694	furthermore	MNLI.entailment	124.0	134364.0	42.0	0.339	1.015	0.0	1.007	MNLI	0.334	33.9 (33.4)
1024	collectively,	PDTB.Expansion	127.0	7633.0	43.0	0.339	0.833	-0.0	0.897	PDTB	0.234	33.9 (23.4)
10697	second,	MNLI.entailment	322.0	134364.0	109.0	0.339	1.014	0.0	1.007	MNLI	0.334	33.9 (33.4)
10691	suddenly,	MNLI.contradiction	2503.0	134101.0	847.0	0.338	1.016	0.0	1.008	MNLI	0.333	33.8 (33.3)
10701	secondly,	MNLI.entailment	278.0	134364.0	94.0	0.338	1.013	0.0	1.006	MNLI	0.334	33.8 (33.4)
3483	realistically,	SwitchBoard.Wh-Question	142.0	1164.0	48.0	0.338	6.111	0.002	1.427	SwitchBoard	0.057	33.8 (5.7)
3502	meaning,	SwitchBoard.Yes-No-Question	376.0	2932.0	127.0	0.338	2.424	0.004	1.3	SwitchBoard	0.145	33.8 (14.5)
10034	naturally,	Cola.not-well-formed	154.0	2850.0	52.0	0.338	1.137	0.001	1.061	Cola	0.297	33.8 (29.7)
3520	probably,	SwitchBoard.Uninterpretable	1348.0	3884.0	455.0	0.338	1.829	0.01	1.231	SwitchBoard	0.192	33.8 (19.2)
1026	initially,	PDTB.Expansion	240.0	7633.0	81.0	0.338	0.83	-0.001	0.896	PDTB	0.234	33.8 (23.4)
1027	then,	PDTB.Expansion	169.0	7633.0	57.0	0.337	0.829	-0.001	0.895	PDTB	0.234	33.7 (23.4)
12690	inevitably,	QNLI.entailment	193.0	48224.0	65.0	0.337	0.674	-0.0	0.755	QNLI	0.5	33.7 (50.0)
3508	mostly,	SwitchBoard.Statement-non-opinion	205.0	3167.0	69.0	0.337	2.236	0.002	1.28	SwitchBoard	0.156	33.7 (15.6)
14150	strangely,	SICKE.contradiction	104.0	739.0	35.0	0.337	2.277	0.004	1.284	SICKE	0.148	33.7 (14.8)
10712	usually,	MNLI.contradiction	1792.0	134101.0	603.0	0.336	1.01	0.0	1.005	MNLI	0.333	33.6 (33.3)
11937	by_then	SST-2.positive	110.0	33784.0	37.0	0.336	0.604	-0.0	0.667	SST-2	0.557	33.6 (55.7)
2529	namely,	MRDA.Expansions of y/n Answers	110.0	1244.0	37.0	0.336	4.357	0.002	1.391	MRDA	0.085	33.6 (8.5)
11938	apparently,	SST-2.positive	131.0	33784.0	44.0	0.336	0.603	-0.0	0.667	SST-2	0.557	33.6 (55.7)
12691	in_turn,	QNLI.not_entailment	140.0	48313.0	47.0	0.336	0.671	-0.0	0.752	QNLI	0.5	33.6 (50.0)
11939	basically,	SST-2.positive	203.0	33784.0	68.0	0.335	0.601	-0.001	0.666	SST-2	0.557	33.5 (55.7)
10727	specifically,	MNLI.neutral	2899.0	134009.0	971.0	0.335	1.006	0.0	1.003	MNLI	0.333	33.5 (33.3)
1032	unsurprisingly,	PDTB.Expansion	263.0	7633.0	88.0	0.335	0.823	-0.001	0.892	PDTB	0.234	33.5 (23.4)
12776	well,	STAC.Question_answer_pair	1114.0	2353.0	372.0	0.334	1.771	0.013	1.218	STAC	0.197	33.4 (19.7)
10930	undoubtedly,	MNLI.entailment	3626.0	134364.0	1210.0	0.334	1.0	-0.0	1.0	MNLI	0.334	33.4 (33.4)
1175	later,	PDTB.Asynchronous	126.0	617.0	42.0	0.333	7.623	0.003	1.434	PDTBf	0.019	33.3 (1.9)
1261	significantly,	PDTB.Conjunction	192.0	3158.0	64.0	0.333	1.489	0.001	1.164	PDTBf	0.097	33.3 (9.7)
10035	hopefully,	Cola.not-well-formed	78.0	2850.0	26.0	0.333	1.122	0.0	1.054	Cola	0.297	33.3 (29.7)
1235	collectively,	PDTB.Restatement	69.0	2693.0	23.0	0.333	1.747	0.001	1.214	PDTBf	0.083	33.3 (8.3)
10880	eventually,	MNLI.neutral	1441.0	134009.0	480.0	0.333	1.0	0.0	1.0	MNLI	0.333	33.3 (33.3)
11024	mostly,	MNLI.entailment	3567.0	134364.0	1188.0	0.333	0.998	-0.0	0.999	MNLI	0.334	33.3 (33.4)
11941	seriously,	SST-2.positive	793.0	33784.0	264.0	0.333	0.597	-0.003	0.664	SST-2	0.557	33.3 (55.7)
11040	originally,	MNLI.contradiction	5130.0	134101.0	1704.0	0.332	0.997	-0.0	0.998	MNLI	0.333	33.2 (33.3)
11105	surprisingly,	MNLI.neutral	3606.0	134009.0	1193.0	0.331	0.994	-0.0	0.997	MNLI	0.333	33.1 (33.3)
12778	again,	STAC.Question_answer_pair	629.0	2353.0	208.0	0.331	1.753	0.007	1.212	STAC	0.197	33.1 (19.7)
9923	in_turn,	RTE.not_entailment	124.0	1371.0	41.0	0.331	0.667	-0.007	0.754	RTE	0.496	33.1 (49.6)
1036	ironically,	PDTB.Expansion	239.0	7633.0	79.0	0.331	0.813	-0.001	0.886	PDTB	0.234	33.1 (23.4)
12694	clearly,	QNLI.entailment	291.0	48224.0	96.0	0.33	0.66	-0.001	0.747	QNLI	0.5	33.0 (50.0)
11130	importantly,	MNLI.neutral	1655.0	134009.0	545.0	0.329	0.989	-0.0	0.995	MNLI	0.333	32.9 (33.3)
11131	in_fact,	MNLI.neutral	8555.0	134009.0	2817.0	0.329	0.989	-0.0	0.995	MNLI	0.333	32.9 (33.3)
1038	in_turn,	PDTB.Expansion	246.0	7633.0	81.0	0.329	0.81	-0.001	0.885	PDTB	0.234	32.9 (23.4)
7330	truly,	EmoBankArousal.low	82.0	3169.0	27.0	0.329	0.639	-0.002	0.723	EmoBankA	0.515	32.9 (51.5)
14253	conversely	SICKE.neutral	76.0	2818.0	25.0	0.329	0.584	-0.004	0.65	SICKE	0.564	32.9 (56.4)
